time_hour_min,place,location,min_value,max_value,mean_value,median_value,std_dev
00:10,office,ac_outdoor_unit,0.0,1609.0,1133.1666666666667,1400.5,651.0957590861731
00:10,office,air_conditioner,230.0,971.0,867.9444444444445,943.0,239.74067297348145
00:10,office,automatic_door,1.0,3.0,2.0,2.0,0.5
00:10,office,b_project,3.0,4.0,3.888888888888889,4.0,0.3333333333333334
00:10,office,barton_heating_window,0.0,0.0,0.0,0.0,0.0
00:10,office,built_in_heating,3.0,4.0,3.3333333333333335,3.0,0.5
00:10,office,class_a_floor_heating_1,17.5,425.5,274.5,322.5,151.29771974487917
00:10,office,class_a_floor_heating_2,21.0,718.5,455.1111111111111,566.5,254.0021872171795
00:10,office,hive_heating,2.0,4.0,3.5555555555555554,4.0,0.7264831572567789
00:10,office,meeting_rm_heating,0.0,2.0,0.6666666666666666,1.0,0.7071067811865476
00:10,office,office_copier,5.5,130.5,44.111111111111114,5.5,57.95729989493222
00:10,office,office_heating1,36.0,119.5,77.27777777777777,101.5,39.58307017456383
00:10,office,office_heating2,4.0,75.0,33.27777777777778,5.5,34.20719141415215
00:10,office,office_heating3,0.0,0.0,0.0,0.0,0.0
00:10,office,outdoor_unit_room_light,0.0,0.0,0.0,0.0,0.0
00:10,office,pair_rm_heating,0.0,4.0,2.888888888888889,3.0,1.3642254619787415
00:10,office,server_heating,381.0,384.0,383.5,384.0,1.0606601717798219
00:10,office,sign_power,0.0,0.0,0.0,0.0,0.0
00:10,office,sp,0.0,0.0,0.0,0.0,0.0
00:10,office,water_purifier_heating,1.0,674.0,228.77777777777777,97.0,264.43703304273487
00:12,class_a,ac_indoor_unit,23.5,168.0,46.05555555555556,24.0,47.79738777148577
00:12,class_a,ac_outdoor_unit,21.5,4676.5,951.0555555555555,212.0,1540.9399616071285
00:12,class_a,automatic_door,7.0,24.5,11.166666666666666,9.0,5.344389581607987
00:12,class_a,outdoor_unit_room_light,0.0,0.0,0.0,0.0,0.0
00:12,office,a_project,25.0,104.0,40.111111111111114,26.0,26.55392835553924
00:12,office,ac,11.5,190.5,32.55555555555556,12.0,59.24179502494651
00:12,office,ac_indoor_unit,0.0,879.5,598.0,750.0,341.6581807889283
00:12,office,ac_outdoor_unit,0.0,1610.0,1133.3333333333333,1401.0,651.3065234588089
00:12,office,air_conditioner,232.5,970.0,867.2777777777778,943.0,238.63663684448045
00:12,office,automatic_door,1.0,3.0,2.0,2.0,0.5000000000000001
00:12,office,b_project,3.0,4.0,3.888888888888889,4.0,0.3333333333333334
00:12,office,barton_heating_window,0.0,0.0,0.0,0.0,0.0
00:12,office,built_in_heating,2.0,4.0,3.2222222222222223,3.0,0.6666666666666666
00:12,office,class_a_floor_heating_1,16.0,512.0,315.6666666666667,363.5,182.61126745083394
00:12,office,class_a_floor_heating_2,21.0,663.5,476.44444444444446,585.5,261.19502345522926
00:12,office,hive_heating,3.0,4.0,3.4444444444444446,3.0,0.5270462766947298
00:12,office,meeting_rm_heating,0.0,1.0,0.3333333333333333,0.0,0.5
00:12,office,office_copier,4.0,125.5,43.111111111111114,7.0,56.32704600022188
00:12,office,office_heating1,34.5,123.0,76.88888888888889,101.5,39.84562223270093
00:12,office,office_heating2,4.0,77.5,34.166666666666664,7.0,34.64011402983541
00:12,office,office_heating3,0.0,0.0,0.0,0.0,0.0
00:12,office,outdoor_unit_room_light,0.0,0.0,0.0,0.0,0.0
00:12,office,pair_rm_heating,0.0,3.0,1.8888888888888888,2.0,0.7817359599705717
00:12,office,server_heating,380.0,386.0,383.22222222222223,383.5,1.6414763002993518
00:12,office,sign_power,0.0,0.0,0.0,0.0,0.0
00:12,office,sp,0.0,0.0,0.0,0.0,0.0
00:12,office,water_purifier_heating,1.0,599.5,132.94444444444446,99.0,180.05163225524444
00:14,class_a,ac_indoor_unit,22.5,167.5,46.166666666666664,24.0,47.40846443410712
00:14,class_a,ac_outdoor_unit,24.0,4975.5,1018.7777777777778,211.0,1591.4550164690313
00:14,class_a,automatic_door,8.0,26.0,11.222222222222221,9.0,5.8261860976495115
00:14,class_a,outdoor_unit_room_light,0.0,0.0,0.0,0.0,0.0
00:14,office,a_project,24.5,99.0,50.888888888888886,27.0,30.727408141773218
00:14,office,ac,12.0,176.0,49.77777777777778,13.0,59.874405587399735
00:14,office,ac_indoor_unit,0.0,1391.0,694.5,750.0,445.0170642795622
00:14,office,ac_outdoor_unit,0.0,1609.0,1132.7222222222222,1399.0,650.8772979175449
00:14,office,air_conditioner,231.5,971.0,865.5555555555555,938.0,238.37686082708987
00:14,office,automatic_door,1.0,3.0,2.0,2.0,0.5
00:14,office,b_project,4.0,4.0,4.0,4.0,0.0
00:14,office,barton_heating_window,0.0,0.0,0.0,0.0,0.0
00:14,office,built_in_heating,2.0,4.0,3.111111111111111,3.0,0.927960727138337
00:14,office,class_a_floor_heating_1,19.0,531.5,345.27777777777777,406.5,191.42281589310204
00:14,office,class_a_floor_heating_2,21.0,746.0,510.3333333333333,628.5,294.7149046112192
00:14,office,hive_heating,2.0,4.0,3.5555555555555554,4.0,0.8819171036881969
00:14,office,meeting_rm_heating,0.0,1.0,0.3333333333333333,0.0,0.5
00:14,office,office_copier,5.5,121.0,49.888888888888886,7.0,53.58741560395604
00:14,office,office_heating1,34.5,123.0,77.5,101.5,40.099875311526844
00:14,office,office_heating2,4.0,81.0,35.44444444444444,7.0,36.334766791294776
00:14,office,office_heating3,0.0,0.0,0.0,0.0,0.0
00:14,office,outdoor_unit_room_light,0.0,0.0,0.0,0.0,0.0
00:14,office,pair_rm_heating,0.0,9.0,2.888888888888889,2.0,2.4720661623652207
00:14,office,server_heating,380.0,385.0,382.5,382.5,1.639359631075507
00:14,office,sign_power,0.0,0.0,0.0,0.0,0.0
00:14,office,sp,0.0,0.0,0.0,0.0,0.0
00:14,office,water_purifier_heating,1.0,598.5,160.33333333333334,98.0,192.8060878188238
00:16,class_a,ac_indoor_unit,23.5,167.0,46.5,24.0,47.101618868145074
00:16,class_a,ac_outdoor_unit,22.5,4951.5,1020.0555555555555,212.0,1569.8425168716058
00:16,class_a,automatic_door,7.0,14.0,9.38888888888889,9.0,2.1180441711898057
00:16,class_a,outdoor_unit_room_light,0.0,0.0,0.0,0.0,0.0
00:16,office,a_project,24.5,99.0,53.22222222222222,27.0,32.81397483457992
00:16,office,ac,12.0,176.0,61.05555555555556,13.0,67.79723650546369
00:16,office,ac_indoor_unit,0.0,1385.0,718.9444444444445,752.5,458.7862686238307
00:16,office,ac_outdoor_unit,0.0,1609.5,1117.5,1401.0,640.369571029105
00:16,office,air_conditioner,232.0,970.5,864.5555555555555,937.5,237.80407435066746
00:16,office,automatic_door,1.0,4.0,2.111111111111111,2.0,0.9279607271383371
00:16,office,b_project,4.0,4.0,4.0,4.0,0.0
00:16,office,barton_heating_window,0.0,0.0,0.0,0.0,0.0
00:16,office,built_in_heating,2.0,4.0,3.2222222222222223,3.0,0.6666666666666666
00:16,office,class_a_floor_heating_1,16.0,541.0,370.0,442.5,204.3483545321567
00:16,office,class_a_floor_heating_2,20.0,792.5,483.0,485.5,296.8153887519985
00:16,office,hive_heating,2.0,4.0,3.4444444444444446,4.0,0.7264831572567788
00:16,office,meeting_rm_heating,0.0,32.0,4.222222222222222,1.0,10.425662782022275
00:16,office,office_copier,5.5,133.0,55.666666666666664,7.0,59.55564624785798
00:16,office,office_heating1,34.5,120.5,77.61111111111111,105.0,39.795396858319066
00:16,office,office_heating2,4.0,74.0,33.55555555555556,5.5,34.517608227943285
00:16,office,office_heating3,0.0,0.0,0.0,0.0,0.0
00:16,office,outdoor_unit_room_light,0.0,0.0,0.0,0.0,0.0
00:16,office,pair_rm_heating,0.0,8.0,3.0,3.0,2.1794494717703365
00:16,office,server_heating,381.0,396.0,385.05555555555554,382.5,4.785684671787077
00:16,office,sign_power,0.0,0.0,0.0,0.0,0.0
00:16,office,sp,0.0,0.0,0.0,0.0,0.0
00:16,office,water_purifier_heating,1.0,601.0,187.66666666666666,98.0,237.03520308173634
00:18,class_a,ac_indoor_unit,22.5,168.5,46.77777777777778,24.0,47.671474116545255
00:18,class_a,ac_outdoor_unit,22.5,4731.0,994.7222222222222,212.0,1501.460145806223
00:18,class_a,automatic_door,8.0,25.0,12.055555555555555,9.0,5.491154503178524
00:18,class_a,outdoor_unit_room_light,0.0,0.0,0.0,0.0,0.0
00:18,office,a_project,26.0,98.0,55.611111111111114,50.0,31.083333333333336
00:18,office,ac,12.0,178.5,48.72222222222222,14.0,58.53103402849162
00:18,office,ac_indoor_unit,0.0,1383.0,703.0,751.0,455.0642811735502
00:18,office,ac_outdoor_unit,0.0,1608.5,1100.888888888889,1324.0,632.6010679022847
00:18,office,air_conditioner,231.0,969.5,863.7222222222222,937.0,237.94709379281028
00:18,office,automatic_door,1.0,2.0,1.7777777777777777,2.0,0.4409585518440984
00:18,office,b_project,4.0,4.0,4.0,4.0,0.0
00:18,office,barton_heating_window,0.0,0.0,0.0,0.0,0.0
00:18,office,built_in_heating,2.0,4.0,3.3333333333333335,3.0,0.7071067811865475
00:18,office,class_a_floor_heating_1,17.5,603.5,321.72222222222223,377.5,210.5059546531747
00:18,office,class_a_floor_heating_2,21.0,815.5,464.44444444444446,513.5,333.769048561693
00:18,office,hive_heating,4.0,4.0,4.0,4.0,0.0
00:18,office,meeting_rm_heating,0.0,47.5,5.722222222222222,1.0,15.674643359401976
00:18,office,office_copier,5.5,128.0,55.0,7.0,57.947713501051965
00:18,office,office_heating1,34.5,121.0,76.5,104.0,39.22929390136917
00:18,office,office_heating2,4.0,111.0,47.666666666666664,60.0,42.08770604345169
00:18,office,office_heating3,0.0,0.0,0.0,0.0,0.0
00:18,office,outdoor_unit_room_light,0.0,0.0,0.0,0.0,0.0
00:18,office,pair_rm_heating,0.0,9.0,3.111111111111111,3.0,2.4720661623652207
00:18,office,server_heating,380.0,384.0,382.1111111111111,382.0,1.4743171677461877
00:18,office,sign_power,0.0,0.0,0.0,0.0,0.0
00:18,office,sp,0.0,0.0,0.0,0.0,0.0
00:18,office,water_purifier_heating,1.0,599.0,187.22222222222223,98.0,236.29696770048585
00:20,class_a,ac_indoor_unit,24.0,167.5,46.888888888888886,24.0,47.2286841983885
00:20,class_a,ac_outdoor_unit,24.0,4344.0,1155.6666666666667,212.0,1492.4787268165667
00:20,class_a,automatic_door,8.0,26.0,10.222222222222221,8.0,5.932490576852562
00:20,class_a,outdoor_unit_room_light,0.0,0.0,0.0,0.0,0.0
00:20,office,a_project,25.0,119.5,61.611111111111114,76.0,36.05098627099002
00:20,office,ac,12.0,226.5,83.66666666666667,16.0,90.25692494207854
00:20,office,ac_indoor_unit,0.0,1381.0,716.7777777777778,786.0,456.55025128067166
00:20,office,ac_outdoor_unit,0.0,1607.5,1100.7777777777778,1324.0,632.4814281419214
00:20,office,air_conditioner,231.0,973.0,863.7222222222222,935.0,238.0131444782923
00:20,office,automatic_door,1.0,9.0,2.5555555555555554,2.0,2.455153310442706
00:20,office,b_project,3.0,4.0,3.888888888888889,4.0,0.3333333333333334
00:20,office,barton_heating_window,0.0,0.0,0.0,0.0,0.0
00:20,office,built_in_heating,3.0,4.0,3.6666666666666665,4.0,0.49999999999999994
00:20,office,class_a_floor_heating_1,19.0,583.0,257.8888888888889,226.5,179.56749736829076
00:20,office,class_a_floor_heating_2,21.0,851.0,446.8333333333333,502.5,327.3510157308207
00:20,office,hive_heating,3.0,26.0,7.5,4.0,7.483314773547883
00:20,office,meeting_rm_heating,0.0,43.0,5.222222222222222,1.0,14.175487449976613
00:20,office,office_copier,4.0,123.0,53.333333333333336,7.0,57.2647360947381
00:20,office,office_heating1,34.5,119.5,76.61111111111111,101.5,39.701840147669614
00:20,office,office_heating2,4.0,116.0,48.72222222222222,61.0,43.44976345671452
00:20,office,office_heating3,0.0,0.0,0.0,0.0,0.0
00:20,office,outdoor_unit_room_light,0.0,0.0,0.0,0.0,0.0
00:20,office,pair_rm_heating,0.0,9.0,3.5555555555555554,3.0,2.4037008503093262
00:20,office,server_heating,381.0,388.5,384.22222222222223,383.5,2.5994123267470393
00:20,office,sign_power,0.0,0.0,0.0,0.0,0.0
00:20,office,sp,0.0,0.0,0.0,0.0,0.0
00:20,office,water_purifier_heating,1.0,594.0,131.55555555555554,97.0,178.43721662752358
00:22,class_a,ac_indoor_unit,22.5,174.5,47.166666666666664,27.0,49.54354145597588
00:22,class_a,ac_outdoor_unit,22.5,4269.5,1093.0555555555557,119.5,1470.2228667034728
00:22,class_a,automatic_door,8.0,9.0,8.88888888888889,9.0,0.33333333333333337
00:22,class_a,outdoor_unit_room_light,0.0,0.0,0.0,0.0,0.0
00:22,office,a_project,26.0,112.0,56.55555555555556,55.0,32.46964394288576
00:22,office,ac,12.0,149.5,61.111111111111114,54.5,51.52170524265584
00:22,office,ac_indoor_unit,0.0,1379.5,734.4444444444445,840.0,461.3449390399528
00:22,office,ac_outdoor_unit,0.0,1607.0,1100.5,1322.5,632.3736533885642
00:22,office,air_conditioner,231.5,974.0,863.0,934.0,237.5074998815827
00:22,office,automatic_door,1.0,14.0,3.3333333333333335,2.0,4.06201920231798
00:22,office,b_project,3.0,4.0,3.888888888888889,4.0,0.3333333333333334
00:22,office,barton_heating_window,0.0,0.0,0.0,0.0,0.0
00:22,office,built_in_heating,2.0,4.0,3.111111111111111,3.0,0.7817359599705717
